-2.5,-2.5,-6.87959998965944
-2.5,-2.4748743718593,-11.9994215397856
-2.5,-2.44974874371859,-20.1352509143819
-2.5,-2.42462311557789,-10.6372355558115
-2.5,-2.39949748743719,-15.6963674261229
-2.5,-2.37437185929648,-9.70016717268614
-2.5,-2.34924623115578,-17.9706991317677
-2.5,-2.32412060301508,-5.49138276547934
-2.5,-2.29899497487437,-6.60489909023474
-2.5,-2.27386934673367,-1.03204268963924
-2.5,-2.24874371859296,-8.38378860977674
-2.5,-2.22361809045226,-12.6966706312651
-2.5,-2.19849246231156,-20.8933394591346
-2.5,-2.17336683417085,-14.6542740677974
-2.5,-2.14824120603015,-18.7563465698137
-2.5,-2.12311557788945,-6.42386311383874
-2.5,-2.09798994974874,-0.52080039639754
-2.5,-2.07286432160804,-8.91134181576574
-2.5,-2.04773869346734,-1.61207617514554
-2.5,-2.02261306532663,-2.69634507170984
-2.5,-1.99748743718593,8.44225288367466
-2.5,-1.97236180904523,14.3454635006463
-2.5,-1.94723618090452,9.41757671016137
-2.5,-1.92211055276382,8.86584358535366
-2.5,-1.89698492462312,12.5767891379496
-2.5,-1.87185929648241,16.1063591918653
-2.5,-1.84673366834171,13.4049470274123
-2.5,-1.82160804020101,10.4618873295424
-2.5,-1.7964824120603,7.32506970063216
-2.5,-1.7713567839196,8.99884722956236
-2.5,-1.74623115577889,13.6206325772809
-2.5,-1.72110552763819,6.41175106909346
-2.5,-1.69597989949749,5.61583183906516
-2.5,-1.67085427135678,-6.91231085628924
-2.5,-1.64572864321608,-7.25476593239854
-2.5,-1.62060301507538,-5.52151387010604
-2.5,-1.59547738693467,-12.860449526098
-2.5,-1.57035175879397,-18.7499742852015
-2.5,-1.54522613065327,-1.42473812873544
-2.5,-1.52010050251256,-1.76663632469274
-2.5,-1.49497487437186,-20.2980154221024
-2.5,-1.46984924623116,-19.2489180955676
-2.5,-1.44472361809045,-11.1611210108816
-2.5,-1.41959798994975,-3.44110743053854
-2.5,-1.39447236180905,5.30696243027066
-2.5,-1.36934673366834,12.9753855246944
-2.5,-1.34422110552764,17.7118343061657
-2.5,-1.31909547738693,18.5557259789282
-2.5,-1.29396984924623,17.8547421629842
-2.5,-1.26884422110553,17.6592329777868
-2.5,-1.24371859296482,15.7515516351682
-2.5,-1.21859296482412,11.661577099243
-2.5,-1.19346733668342,10.2918768761124
-2.5,-1.16834170854271,-5.39285460671824
-2.5,-1.14321608040201,-5.11585674939994
-2.5,-1.11809045226131,7.33020692173876
-2.5,-1.0929648241206,14.6594201349308
-2.5,-1.0678391959799,8.10453648407386
-2.5,-1.0427135678392,4.97819179138956
-2.5,-1.01758793969849,17.1213119717289
-2.5,-0.992462311557789,18.107504596018
-2.5,-0.967336683417085,17.8104194762074
-2.5,-0.942211055276382,14.9397766794059
-2.5,-0.917085427135678,13.025272665689
-2.5,-0.891959798994975,11.1861483541397
-2.5,-0.866834170854271,8.03296524974726
-2.5,-0.841708542713568,-4.18204043560824
-2.5,-0.816582914572864,-3.84389098915664
-2.5,-0.791457286432161,7.34830678142706
-2.5,-0.766331658291457,9.89583626321313
-2.5,-0.741206030150754,2.31614064544296
-2.5,-0.71608040201005,2.09009648110706
-2.5,-0.690954773869347,-0.0289114635494423
-2.5,-0.665829145728643,-5.61287497191094
-2.5,-0.64070351758794,0.901539164658959
-2.5,-0.615577889447236,3.12819438619366
-2.5,-0.590452261306533,0.0300827490859588
-2.5,-0.565326633165829,-2.92335882428374
-2.5,-0.540201005025126,2.63960374277246
-2.5,-0.515075376884422,-4.35749756108784
